hca_db_vid,hca_db_title,sv_volume,sv_xml_id,sv_xml_id_source,sv_incipit,sv_source_file,match_method,status
1502,Ved min Velgiører Provst Gutfelds Død af A...... (Hvem jorder man?-).,SV7,hvem-jorder-man-see-hvilken-talrig-skare,tei,Hvem jorder man? see hvilken talrig Skare,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1503,Fastelavnssang (Nordens kraft er ej forsvunden),SV7,nordens-kraft-er-ei-forsvunden,tei,Nordens Kraft er ei forsvunden,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1504,"†Ved Mad. A. K. Spendrups Grav, af C. (Hustrue! Moder! Du har os forladt!).",SV7,hustrue-moder-du-har-os-forladt,tei,»Hustrue! Moder! Du har os forladt!,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1505,Aftenen - (Et træsnit) (En aften dejlig som i en roman),SV7,en-aften-deilig-som-i-en-roman,tei,"En Aften deilig, som i en Roman!",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1506,"Den rædselsfulde time (Kom ej Rundetårn for nær, er det midnatstide)",SV7,kom-ei-rundetaarn-for-naer-er-det-midnatstide,tei,"Kom ei Rundetaarn for nær, er det Midnatstide",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1507,"Det døende barn (Moder, jeg er træt, nu vil jeg sove)",SV7,moder-jeg-er-traet-nu-vil-jeg-sove,tei,"Moder, jeg er træt, nu vil jeg sove",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1510,"Sjælen (Kraft, som i vort indre lever)",SV7,kraft-som-i-vort-indre-lever,tei,"Kraft, som i vort Indre lever",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1511,Poetisk Spiseseddel af H - - (En Suppe kogt paa de homerske Helte).,SV7,en-suppe-kogt-paa-de-homerske-helte,tei,En Suppe kogt paa de homerske Helte,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1513,Rimedjævelen (Før jeg med blæk papiret vil bemale),SV7,foer-jeg-med-blaek-papiret-vil-bemale,tei,Før jeg med Blæk Papiret vil bemale,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1520,Nytårsnat  (Nu slumrer hoben i den store stad),SV7,-nu-slumrer-hoben-i-den-store-stad,tei,– Nu slumrer Hoben i den store Stad,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1521,Den nye Forening. Den 28de Januar 1829. (Kold og taus Naturen sover).,SV7,kold-og-taus-naturen-sover,tei,Kold og taus Naturen sover,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1522,Snedronningen (Højt ligger på marken den hvide sne),SV7,hoeit-ligger-paa-marken-den-hvide-snee,tei,Høit ligger paa Marken den hvide Snee,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1523,"Østergade, poetisk betragtet (Det hele liv, ret som det står)",SV7,det-hele-liv-ret-som-det-staaer,tei,"Det hele Liv, ret som det staaer",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1524,"Kunstnerlivet (Rask rokken snurrede, kanarifuglen sang)",SV7,rask-rokken-snurrede-kanarifuglen-sang,tei,"Rask Rokken snurrede, Kanarifuglen sang",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1525,Fantasi og vanvid (Bag brombærhækken hist ved afgrundsranden),SV7,bag-brombaerhaekken-hist-ved-afgrunds-randen,tei,Bag Brombærhækken hist ved Afgrunds Randen,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1526,Ingenting og noget (Hør nu en sang om ingenting),SV7,hoer-nu-en-sang-om-ingenting,tei,Hør nu en Sang om Ingenting!,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1527,Til min moder (I barndoms kraftløshed på moderarme),SV7,i-barndoms-kraftloeshed-paa-moder-arme,tei,I Barndoms Kraftløshed paa Moder-Arme,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1528,Den 1. august 1829 (Da første gang jeg åbnede mit øje),SV7,da-foerste-gang-jeg-aabnede-mit-oeie,tei,Da første Gang jeg aabnede mit Øie,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1530,Ved en tragedies dødsfald (Forleden aften - sådan klokken ni),SV7,forleden-aften-saadan-klokken-ni,tei,Forleden Aften – saadan Klokken ni,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1532,Gråt vejr  (Den våde tåge hænger dorsk over mark og by),SV7,den-vaade-taage-haenger-dorsk-over-mark-og-by,tei,Den vaade Taage hænger dorsk over Mark og By,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1533,Det syge Hjerte. (Kjære Piger! vil I vide).,SV7,kjaere-piger-vil-i-vide,tei,Kjære Piger! vil I vide,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1534,Epigrammatiske digte III  (Hvad er vort liv fra vuggen til vor båre),SV7,hvad-er-vort-liv-fra-vuggen-til-vor-baare,tei,Hvad er vort Liv fra Vuggen til vor Baare?,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1535,"Oldtids huslige liv (Ak, hvor romantisk smiler dog det bjælkehus i dalen)",SV7,ak-hvor-romantisk-smiler-dog-det-bjaelkehuus-i-dalen,tei,"Ak, hvor romantisk smiler dog det Bjælkehuus i Dalen!",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1536,"Studenten (Højt under taget, hvor svalen bor)",SV7,hoeit-under-taget-hvor-svalen-boer,tei,"Høit under Taget, hvor Svalen boer",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1537,"Dødsøjeblikket (Hvad er det dog, som lyser? det lutres for min sans)",SV7,hvad-er-det-dog-som-lyser-det-luttres-for-min-sands,tei,Hvad er det dog som lyser? det luttres for min Sands,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1538,"Regnvejr (Det regner, vil I bare se! - i vand står hele gaden)",SV7,det-regner-vil-i-bare-see-i-vand-staaer-hele-gaden,tei,"Det regner, vil I bare see! – i Vand staaer hele Gaden",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1539,"Hjertesuk af en udtjent damekjole (Der var en tid, da jeg var ganske ny)",SV7,der-var-en-tid-da-jeg-var-ganske-ny-,tei,"Der var en Tid, da jeg var ganske ny –",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1540,Tyveknægten  (I vuggen ligger det spæde nor),SV7,i-vuggen-ligger-det-spaede-noer,tei,I Vuggen ligger det spæde Noer,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1541,Soldaten (Med dæmpede hvirvler trommerne gå),SV7,med-daempede-hvirvler-trommerne-gaae,tei,Med dæmpede Hvirvler Trommerne gaae,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1544,"Kometen - Et sagn (Da sol stod op, og alle nattens terner)",SV7,da-sol-stod-op-og-alle-nattens-terner,tei,"Da Sol stod op, og alle Nattens Terner",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1545,Recension (Vel rødmer land og hav ret smukt i aftensolens flamme),SV7,vel-roedmer-land-og-hav-ret-smukt-i-aftensolens-flamme,tei,Vel rødmer Land og Hav ret smukt i Aftensolens Flamme,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1546,"Klintekorset på Møn (Det er en lys, en dejlig sommernat)",SV7,det-er-en-lys-en-deilig-sommernat,tei,"Det er en lys, en deilig Sommernat",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1547,Skolemesteren  (I den lumre skolestue vil vi nu dvæle lidt),SV7,i-den-lumre-skolestue-ville-vi-nu-dvaele-lidt,tei,I den lumre Skolestue ville vi nu dvæle lidt,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1549,Flyttedagen i april (Nu vintrens gamle gubbe forlader sit logi),SV7,nu-vintrens-gamle-gubbe-forlader-sit-logi,tei,Nu Vintrens gamle Gubbe forlader sit Logi,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1551,Martsviolerne (Sig himlen hvælver så ren og klar),SV7,sig-himlen-hvaelver-saa-reen-og-klar,tei,Sig Himlen hvælver saa reen og klar,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1552,"Capriccio (Et spejl er søens flade, det er så smuk en dag)",SV7,et-speil-er-soeens-flade-det-er-saa-smuk-en-dag,tei,"Et Speil er Søens Flade, det er saa smuk en Dag",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1553,En fæl historie (Barsk sidder drotten i skarlagen rødt),SV7,barsk-sidder-drotten-i-skarlagen-roedt,tei,Barsk sidder Drotten i Skarlagen rødt,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1554,Mosters skærmbræt (Når kulden barsk sig nærmed'),SV7,naar-kulden-barsk-sig-naermed,tei,Naar Kulden barsk sig nærmed’,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1555,Risens datter (Dybt inde under bjerget en gammel rise bor),SV7,dybt-inde-under-bjerget-en-gammel-rise-boer,tei,Dybt inde under Bjerget en gammel Rise boer,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1556,De danske og deres konge  (Alt rejser vint'ren sit hvide telt),SV7,alt-reiser-vintren-sit-hvide-telt,tei,Alt reiser Vint’ren sit hvide Telt,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1557,Amors spillekort (Det er dog både en skam og tort),SV7,det-er-dog-baade-en-skam-og-tort,tei,Det er dog baade en Skam og Tort,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1558,"Morten Lange - (Et juledigt) (Hver midnat mellem tolv og et, fra sydlands-ø til Thule)",SV7,hver-midnat-mellem-tolv-og-et-fra-sydlands-oe-til-thule,tei,"Hver Midnat mellem tolv og et, fra Sydlands-Ø til Thule",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1559,De tre gaver (Så dejligt et træ i skoven står),SV7,saa-deiligt-et-trae-i-skoven-staaer,tei,Saa deiligt et Træ i Skoven staaer,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1560,"Januar - En skitse (På gade, mark og tage, nu ligger sneen hvid)",SV7,paa-gade-mark-og-tage-nu-ligger-sneen-hvid,tei,"Paa Gade, Mark og Tage, nu ligger Sneen hvid",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1563,"»Gæk! Gæk!«, Parodie paa Digtet. »Veni creator!« ([med Tilføjelse:] see denne Digt-Samling, Side 91). (Smukt ligger Gaasestien hist i den frie Natur).",SV7,smukt-ligger-gaasestien-hist-i-den-frie-natur,tei,Smukt ligger Gaasestien hist i den frie Natur,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1564,Vandringsmanden i Ørkenen. En Skizze. (Man seer kun Himlen og Ørkenens Sand).,SV7,man-seer-kun-himlen-og-oerkenens-sand,tei,Man seer kun Himlen og Ørkenens Sand,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1565,Til den babyloniske Taarnbygger i Miniature. (Uden Grunde vil Du laste).,SV7,uden-grunde-vil-du-laste,tei,Uden Grunde vil Du laste,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1567,Prolog (Når øjet hæver sig mod himlens bue),SV7,naar-oeiet-haever-sig-mod-himlens-bue,tei,Naar Øiet hæver sig mod Himlens Bue,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1568,Avis aux lectrices (Jeg savner noget - skal jeg navnet sige),SV7,jeg-savner-noget-skal-jeg-navnet-sige,tei,Jeg savner noget! – skal jeg Navnet sige?,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1569,Manden fra Paradis - En komisk fortælling (Der var engang en enke),SV7,der-var-engang-en-enke-,tei,Der var engang en Enke –,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1570,"Studier efter naturen I (Solen skinner i naboens gård, husene ere så lave)",SV7,solen-skinner-i-naboens-gaard-husene-ere-saa-lave,tei,"Solen skinner i Naboens Gaard, Husene ere saa lave",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1571,Børnene og den grå morlille (I hjertet sidder en lille person),SV7,i-hjertet-sidder-en-lille-person,tei,I Hjertet sidder en lille Person,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1573,Lille Lise ved brønden (Tæt ved huset brønden står),SV7,taet-ved-huset-broenden-staaer,tei,Tæt ved Huset Brønden staaer,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1574,Skildvagten (Aft'nen er tåget - døsigt lygterne brænde),SV7,aftnen-er-taaget-doesigt-lygterne-braende,tei,Aft’nen er taaget – døsigt Lygterne brænde,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1577,"Paa det 1. Træ. (Den som mig plantede, var selv en Børneven)",SV7,den-som-mig-plantede-var-selv-en-boerneven,tei,Den som mig plantede var selv en Børneven,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1578,Paa det 2. Træ. (Naar Vaaren pynter Eng og Skov og Krat).,SV7,naar-vaaren-pynter-eng-og-skov-og-krat,tei,Naar Vaaren pynter Eng og Skov og Krat,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1579,"Paa det 3. Træ. (Naar Heden trykker i den snevre By).
",SV7,naar-heden-trykker-i-den-snevre-by,tei,Naar Heden trykker i den snevre By,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1580,"Paa det 4. Træ. (Han, som os satte, alt som spæde Smaae).",SV7,han-som-os-satte-alt-som-spaede-smaae,tei,"Han, som os satte, alt som spæde Smaae",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1581,"Havfruen ved Samsø  - (Et sagn) (Det er sildigt alt på aft'nen, stormen stiger mer og mer)",SV7,det-er-sildigt-alt-paa-aftnen-stormen-stiger-meer-og-meer,tei,"Det er sildigt alt paa Aft’nen, Stormen stiger meer og meer",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1585,Tåren (Mit hjerte er en himmel grå),SV7,mit-hjerte-er-en-himmel-graae,tei,Mit Hjerte er en Himmel graae,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1586,Studier efter naturen  II  (Vort landskab her er næsten fladt),SV7,vort-landskab-her-er-naesten-fladt,tei,Vort Landskab her er næsten fladt,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1587,Underlige drømme (Det er så stille i vor by),SV7,det-er-saa-stille-i-vor-by,tei,Det er saa stille i vor By,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1590,Sang i Anledning af Festdagen den 28. Octbr. 1830. (Afsjungen i Sel- skabet »Ressourcen«). Mel. Kong Christian stod ved høien Mast. (Dig synger Bølgen høit paa Strand).,SV7,dig-synger-boelgen-hoeit-paa-strand,tei,Dig synger Bølgen høit paa Strand,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1592,Hjertets melodier VIII (Man har et sagn - et eventyr),SV7,man-har-et-sagn-et-eventyr,tei,Man har et Sagn – et Eventyr,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1593,Elskeren og Fuglen. (Høit paa Grenen Fuglen gynger),SV7,hoeit-paa-grenen-fuglen-gynger,tei,Høit paa Grenen Fuglen gynger,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1594,Du fatter ej bølgernes evige gang  (Du fatter ej bølgernes evige gang),SV7,du-fatter-ei-boelgernes-evige-gang,tei,Du fatter ei Bølgernes evige Gang,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1595,Min undskyldning (Om mine digte),SV7,om-mine-digte,tei,Om mine Digte,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1596,"Hvad jeg elsker (Jeg elsker havet, når det stormer vildt)",SV7,jeg-elsker-havet-naar-det-stormer-vildt,tei,"Jeg elsker Havet, naar det stormer vildt!",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1598,Bruden i Rørvig kirke  (et sjællandsk sagn) (Klart skinner månen på den nøgne kyst),SV7,klart-skinner-maanen-paa-den-noegne-kyst,tei,Klart skinner Maanen paa den nøgne Kyst.,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1600,Jylland (Da oldtid kun var nyfødt skum på tidens stolte vove),SV7,da-oldtid-kun-var-nyfoedt-skum-paa-tidens-stolte-vove,tei,Da Oldtid kun var nyfødt Skum paa Tidens stolte Vove,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1603,"Fantasibillede (Uden græs og blomster, uden høje fjelde)",SV7,uden-graes-og-blomster-uden-hoeie-fjelde,tei,"Uden Græs og Blomster, uden høie Fjelde",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1604,Den ny sprøjte (En sprøjte har vi fået nu),SV7,en-sproeite-har-vi-faaet-nu,tei,En Sprøite har vi faaet nu,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1605,Hytten (Hvor bølgen højt mod kysten slår),SV7,hvor-boelgen-hoeit-mod-kysten-slaaer,tei,Hvor Bølgen høit mod Kysten slaaer,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1606,"Hjemve (Om aft'nen i det lille, snævre kammer)",SV7,om-aftnen-i-det-lille-snevre-kammer,tei,"Om Aft’nen i det lille, snevre Kammer",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1607,"Hvile på heden (Sørgende, stor ligger foran os)",SV7,soergende-stor-ligger-foran-os,tei,"Sørgende, stor ligger foran os",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1610,"Fantasi ved Vesterhavet (Er disse høje, sorte masser fjelde)",SV7,er-disse-hoeie-sorte-masser-fjelde,tei,"Er disse høie, sorte Masser Fjelde?",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1611,Stormen (Som i en søvn ligger luften og havet),SV7,som-i-en-soevn-ligger-luften-og-havet,tei,Som i en Søvn ligger Luften og Havet,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1612,"Poetisk note til digtet: Erindringblad fra hovedstaden (Alverden mig belærer, man mener det så godt)",SV7,alverden-mig-belaerer-man-mener-det-saa-godt,tei,"Alverden mig belærer, man mener det saa godt!",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1613,Rejse-capriccio (Farvel du stolte hav med al din vælde),SV7,farvel-du-stolte-hav-med-al-din-vaelde,tei,"Farvel, du stolte Hav med al din Vælde!",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1617,Hjertets melodier II  (Min tanke er et mægtigt fjeld),SV7,min-tanke-er-et-maegtigt-fjeld,tei,Min Tanke er et mægtigt Fjeld,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1618,"Hjertets melodier III  (Du gav mig blomster, hvis de læge kunne)",SV7,du-gav-mig-blomster-hvis-de-lege-kunde,tei,"Du gav mig Blomster, hvis de lege kunde",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1620,Hjertets melodier V (Henvisned' er de blomster du mig gav),SV7,henvisned-er-de-blomster-du-mig-gav,tei,Henvisned’ er de Blomster Du mig gav,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1622,"Hjertets melodier VII  (Jeg elsker dig - dig, som jeg ej tør sige)",SV7,jeg-elsker-dig-dig-som-jeg-ei-toer-sige,tei,"Jeg elsker Dig – Dig, som jeg ei tør sige!",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1624,"Pauli 1. Cor. 15, 42-44 (Når jordelarven brister)",SV7,naar-jordelarven-brister,tei,Naar Jordelarven brister,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1632,Med et eksemplar af: Fantasier og skitser. (Den lille sangfugl flagrer glad),SV7,den-lille-sangfugl-flagrer-glad,tei,Den lille Sangfugl flagrer glad,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1633,Til en dame med en mandlig dukke. (Hør sandheds røst fra juletræets grene),SV7,hoer-sandheds-roest-fra-juletraeets-grene,tei,Hør Sandheds Røst fra Juletræets Grene,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1635,Studentersang (Herskere i åndens rige),SV7,herskere-i-aandens-rige,tei,Herskere i Aandens Rige,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1637,Et vinterparti (Det dundrer stærkt under hestens hov),SV7,det-dundrer-staerkt-under-hestens-hov,tei,Det dundrer stærkt under Hestens Hov,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1640,(Vor Jord og Himmelbuen),SV7,vor-jord-og-himmelbuen,tei,Vor Jord og Himmelbuen,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1641,Stanzer for musik (I de hellige guders lund),SV7,i-de-hellige-guders-lund,tei,I de hellige Guders Lund,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1642,(Jo mere tung af Frugt en Gren er vorden),SV7,jo-mere-tung-af-frugt-en-green-er-vorden,tei,Jo mere tung af Frugt en Green er vorden,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1643,(Naar Du med Tankens Blik henover Kloden drog),SV7,naar-du-med-tankens-blik-henover-kloden-drog,tei,Naar Du med Tankens Blik henover Kloden drog,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1644,Jomfru Ellens vise (På volden ret som alfer de vejrmøller stå),SV7,paa-volden-ret-som-alfer-de-veirmoeller-staae,tei,Paa Volden ret som Alfer de Veirmøller staae,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1645,"Jorden (Herren bød, og jorden stod. -)",SV7,herren-boed-og-jorden-stod-,tei,"Herren bød, og Jorden stod. – –",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1648,Introduktion  (En forgrund med en smule grønt),SV7,en-forgrund-med-en-smule-groent,tei,En Forgrund med en Smule Grønt,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1653,Kulbrænderen (Mellem skovens graner her),SV7,mellem-skovens-graner-her,tei,Mellem Skovens Graner her,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1654,"Bjergsituation i Harzen (Du stolte fjeld, hvor barsk du truer der)",SV7,du-stolte-fjeld-hvor-barsk-du-truer-der,tei,"Du stolte Fjeld, hvor barsk Du truer der",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1661,Elbkongens brud (Det er så stille i fjendens lejr),SV7,det-er-saa-stille-i-fjendens-leir,tei,Det er saa stille i Fjendens Leir,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1663,"Vuggevise (Sov og drøm du engel blid,)",SV7,sov-og-droem-du-engel-blid,tei,"Sov og drøm, Du Engel blid",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1666,Varulven (Klart skinner månen ved midjenat),SV7,klart-skinner-maanen-ved-midienat,tei,Klart skinner Maanen ved Midienat,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1667,Barnet ved kirken (Vi over kirkegården må),SV7,vi-over-kirkegaarden-maae,tei,Vi over Kirkegaarden maae,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1668,"Formens evige magi (Om kageformen, eller selve kagen)",SV7,om-kageformen-eller-selve-kagen,tei,"Om Kageformen, eller selve Kagen",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1671,J. Baggesen  (Hen ad den nøgne kyst de bølger trille),SV7,hen-ad-den-noegne-kyst-de-boelger-trille,tei,Hen ad den nøgne Kyst de Bølger trille,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1672,"Abrahamson (På kampens dag, da Danmarks helte faldt)",SV7,paa-kampens-dag-da-danmarks-helte-faldt,tei,"Paa Kampens Dag, da Danmarks Helte faldt",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1674,A. Bording  (Den muntre skjald i muld er gemt),SV7,den-muntre-skjald-i-muld-er-gjemt,tei,Den muntre Skjald i Muld er gjemt,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1675,J. C. Boye  (Du leged' glad bag skovens grønne grene),SV7,du-leged-glad-bag-skovens-groenne-grene,tei,Du leged’ glad bag Skovens grønne Grene,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1677,Nordal Bruun (Franske snørliv - -  dog du ved),SV7,franske-snoerliv-dog-du-veed,tei,Franske Snørliv – – Dog du veed,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1678,C. Bredahl  (Hvor Holberg bygged' ved sø og skov),SV7,hvor-holberg-bygged-ved-soe-og-skov,tei,Hvor Holberg bygged’ ved Sø og Skov,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1679,"H. C. Bunkeflod  (Tråden brister, rokken står, spindevisen tier)",SV7,traaden-brister-rokken-staaer-spindevisen-tier,tei,"Traaden brister, Rokken staaer, Spindevisen tier",Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1680,"J. Ewald  (Din smerte var en sky, i stormen vild)",SV7,din-smerte-var-en-sky-i-stormen-vild,tei,"Din Smerte var en Sky, i Stormen vild",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1681,N. T. Bruun (Ej hver en fugl i skovens hal),SV7,ei-hver-en-fugl-i-skovens-hal,tei,Ei hver en Fugl i Skovens Hal,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1684,P. Faye  (Du sang din ungdoms lyst),SV7,du-sang-din-ungdoms-lyst,tei,Du sang din Ungdoms Lyst,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1686,"P. H. Friemann (“Den stille bæk"", hvor rosen gynger)",SV7,den-stille-baek-hvor-rosen-gynger,tei,"»Den stille Bæk,« hvor Rosen gynger",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1687,P. F. Friis (Du sang om liremanden - ham verden går forbi),SV7,du-sang-om-liremanden-ham-verden-gaaer-forbi,tei,Du sang om Liremanden – ham Verden gaaer forbi,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1688,"Gengangerbrevenes forfatter (Man troede før, at ånder ej bare formens bånd)",SV7,man-troede-foer-at-aander-ei-bare-formens-baand,tei,"Man troede før, at Aander ei bare Formens Baand",Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1689,F. J. Hansen  (Du synger ungdomsglad med smil på kind),SV7,du-synger-ungdomsglad-med-smiil-paa-kind,tei,Du synger ungdomsglad med Smiil paa Kind,Andersen 7 - Digte I_w_notes_Rebecca.xml,prefix,candidate
1691,F. H. Guldberg  (Til kirkegården skotter børneflokken),SV7,til-kirkegaarden-skotter-boerneflokken,tei,Til Kirkegaarden skotter Børneflokken,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1692,Haste  (Den lille svale fik ej ørnens flugt),SV7,den-lille-svale-fik-ei-oernens-flugt,tei,Den lille Svale fik ei Ørnens Flugt,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
1694,P. A. Heiberg  (Komme hvo som komme vil),SV7,komme-hvo-som-komme-vil,tei,Komme hvo som komme vil,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
